time/time_elapsed,rollout/ep_rew_mean,time/iterations,rollout/ep_len_mean,time/fps,time/total_timesteps,train/policy_gradient_loss,train/entropy_loss,train/clip_range,train/loss,train/explained_variance,train/n_updates,train/value_loss,train/learning_rate,train/approx_kl,train/clip_fraction
3908,0.30400537,89,1.01,46,182272,-0.05070763893454568,-6.021990102529526,0.2,-0.08443533629179001,0.17768871784210205,880,0.019813080399762838,0.0003,0.106123716,0.433740234375
3953,0.32074371000000007,90,1.01,46,184320,-0.05093707806954626,-5.961790746450424,0.2,-0.07432696968317032,0.1685507893562317,890,0.019102648826083167,0.0003,0.08564334,0.38837890625
3993,0.31163479000000005,91,1.0,46,186368,-0.05586144173576031,-5.987905365228653,0.2,-0.09761761873960495,0.18204265832901,900,0.018549805198563262,0.0003,0.086559266,0.41201171875
4038,0.28248015000000004,92,1.04,46,188416,-0.05202473556855693,-5.9200309500098225,0.2,-0.10286363959312439,0.18174481391906738,910,0.021552983546280303,0.0003,0.11220254,0.382861328125
4083,0.28988226,93,1.02,46,190464,-0.04800827991421101,-5.854967041313648,0.2,-0.07403802871704102,0.18542218208312988,920,0.019015909609152004,0.0003,0.10222269,0.3900390625
4126,0.30980335,94,1.04,46,192512,-0.05239157221512869,-5.838058169186115,0.2,-0.023928621783852577,0.18845230340957642,930,0.018625792590319178,0.0003,0.09829883,0.38994140625
4170,0.25613971,95,1.04,46,194560,-0.05754699944809545,-5.813453130424023,0.2,-0.09029196947813034,0.166090726852417,940,0.020347194891655818,0.0003,0.11229409,0.422802734375
4213,0.27548929,96,1.0,46,196608,-0.04267876869853353,-5.789668364822864,0.2,-0.06827101111412048,0.170240581035614,950,0.019164253168855793,0.0003,0.11301871,0.41865234375
4258,0.30061191,97,1.0,46,198656,-0.04975911295914557,-5.724795430898666,0.2,-0.07415706664323807,0.14307212829589844,960,0.020253221754683182,0.0003,0.094645634,0.4150390625
4300,0.30367116000000005,98,1.0,46,200704,-0.05125954415998422,-5.718537570536137,0.2,-0.09035339206457138,0.15846461057662964,970,0.018499490321846678,0.0003,0.10826403,0.414453125
4343,0.26980197,99,1.0,46,202752,-0.04600412583095022,-5.619795346260071,0.2,-0.07119052112102509,0.21782249212265015,980,0.018189017969416455,0.0003,0.09609635,0.4109375
4388,0.31181572999999996,100,1.03,46,204800,-0.05008901240944397,-5.61861519664526,0.2,-0.07847916334867477,0.153986394405365,990,0.019301266098045743,0.0003,0.091492996,0.4173828125
4431,0.32258847,101,1.02,46,206848,-0.04306913297332358,-5.583659885823726,0.2,-0.08486267179250717,0.159681499004364,1000,0.020017884197295645,0.0003,0.09958509,0.429345703125
4475,0.30034396999999996,102,1.01,46,208896,-0.051342513786221386,-5.557988712191582,0.2,-0.08803092688322067,0.13577789068222046,1010,0.020303583567147142,0.0003,0.12663919,0.42255859375
4518,0.29445973999999997,103,1.04,46,210944,-0.050635109553695656,-5.557867155969143,0.2,-0.07273609191179276,0.16676032543182373,1020,0.019829736117389984,0.0003,0.11415782,0.373681640625
4562,0.29673796999999996,104,1.02,46,212992,-0.04604852575721452,-5.502007891237736,0.2,-0.05906921997666359,0.16995453834533691,1030,0.019941176689462735,0.0003,0.11711368,0.406396484375
4606,0.28558479999999997,105,1.02,46,215040,-0.049391072751313915,-5.532680234313011,0.2,-0.06603112816810608,0.19559091329574585,1040,0.01924178820045199,0.0003,0.107539184,0.389794921875
4652,0.30244253,106,1.0,46,217088,-0.04737390225054696,-5.46941065043211,0.2,-0.07759749889373779,0.14805513620376587,1050,0.019727338262600824,0.0003,0.092996955,0.38798828125
4699,0.30475446,107,1.02,46,219136,-0.05228127891605254,-5.43750097155571,0.2,-0.062211476266384125,0.19680845737457275,1060,0.018576852200203574,0.0003,0.09333564,0.404931640625
4744,0.30639576,108,1.0,46,221184,-0.05046056886494625,-5.388361704349518,0.2,-0.09336711466312408,0.18472820520401,1070,0.018575211352435873,0.0003,0.09331399,0.390625
4786,0.29379754999999996,109,1.0,46,223232,-0.04619487506861333,-5.344337762892247,0.2,-0.07845008373260498,0.1983565092086792,1080,0.018463371513644234,0.0003,0.099833585,0.4140625
4831,0.30105860999999995,110,1.03,46,225280,-0.050715508754365146,-5.345370535552502,0.2,-0.04742898792028427,0.21268439292907715,1090,0.018242918059695513,0.0003,0.09915001,0.401318359375
4876,0.29064413999999994,111,1.05,46,227328,-0.04216300724074244,-5.318058137595654,0.2,-0.09369605779647827,0.2134401798248291,1100,0.018330693789175713,0.0003,0.09271669,0.426513671875
4921,0.30189918,112,1.03,46,229376,-0.04407266508205794,-5.304982587695122,0.2,-0.07993219792842865,0.17463940382003784,1110,0.0198233525356045,0.0003,0.12670794,0.426220703125
4964,0.30807439,113,1.0,46,231424,-0.050794473907444626,-5.278282655775547,0.2,-0.10020720958709717,0.194333016872406,1120,0.019440464937360957,0.0003,0.114777595,0.402685546875
5008,0.32909841,114,1.0,46,233472,-0.03885662921093171,-5.241000892221928,0.2,-0.04987704008817673,0.18937277793884277,1130,0.018072211570688522,0.0003,0.09613293,0.3927734375
5053,0.29470112000000004,115,1.02,46,235520,-0.048359889040875716,-5.251478625833988,0.2,-0.09951451420783997,0.21227890253067017,1140,0.019002746159094384,0.0003,0.10721477,0.4119140625
5097,0.3191618,116,1.02,46,237568,-0.0477105129219126,-5.186553163826465,0.2,-0.09106071293354034,0.2162730097770691,1150,0.020127356931334363,0.0003,0.09738633,0.410693359375
5142,0.30078668999999997,117,1.03,46,239616,-0.04705480164411711,-5.175716246664524,0.2,-0.08114948868751526,0.1832369565963745,1160,0.019193858007201924,0.0003,0.09372329,0.39658203125
5186,0.31781330999999996,118,1.0,46,241664,-0.03855934127350338,-5.118612419068813,0.2,-0.09053592383861542,0.16815370321273804,1170,0.019015862542437388,0.0003,0.10516764,0.398583984375
5231,0.27399634999999994,119,1.01,46,243712,-0.03882803712040186,-5.0791238218545915,0.2,-0.06304250657558441,0.20478445291519165,1180,0.019531118066515772,0.0003,0.122263394,0.398046875
5276,0.30186367,120,1.0,46,245760,-0.0511851264804136,-5.05701529532671,0.2,-0.07383353263139725,0.18443316221237183,1190,0.020109258164302445,0.0003,0.12436568,0.398095703125
5320,0.28091342,121,1.0,46,247808,-0.04789909731480293,-4.9698401004076,0.2,-0.0971846878528595,0.18650579452514648,1200,0.019425353896804155,0.0003,0.12436547,0.41748046875
5365,0.28444092,122,1.01,46,249856,-0.046788087963068395,-4.981873705983162,0.2,-0.056847553700208664,0.20289236307144165,1210,0.01874920167028904,0.0003,0.09641306,0.389794921875
5410,0.2758061,123,1.02,46,251904,-0.03841464277356863,-4.930347558856011,0.2,-0.07304541766643524,0.1950412392616272,1220,0.018927304830867797,0.0003,0.108587526,0.39208984375
5455,0.31547507999999996,124,1.0,46,253952,-0.03999624115676852,-4.91740178912878,0.2,-0.08039486408233643,0.19319266080856323,1230,0.01881450627115555,0.0003,0.13885278,0.413330078125
5499,0.29818389,125,1.01,46,256000,-0.04295567914377898,-4.801589895784855,0.2,-0.08190308511257172,0.20281928777694702,1240,0.019291441765381022,0.0003,0.11683622,0.418017578125
5543,0.30693296,126,1.03,46,258048,-0.040566018997924405,-4.764901225268841,0.2,-0.02534547820687294,0.20593911409378052,1250,0.01937006480875425,0.0003,0.11471366,0.405908203125
5588,0.29798835,127,1.02,46,260096,-0.03868733794952277,-4.717849476635456,0.2,-0.10100112110376358,0.21397197246551514,1260,0.02009333354071714,0.0003,0.08039552,0.380029296875
5632,0.2933837999999999,128,1.0,46,262144,-0.0432386145752389,-4.663651092350483,0.2,-0.047084130346775055,0.202825129032135,1270,0.019486054239678197,0.0003,0.116991945,0.38994140625
5676,0.31488481999999995,129,1.02,46,264192,-0.052192678945721126,-4.629522024095058,0.2,-0.06214965507388115,0.22877246141433716,1280,0.01856147573562339,0.0003,0.11175187,0.4228515625
5720,0.35100510999999995,130,1.0,46,266240,-0.03578262900118716,-4.588670764863491,0.2,-0.09537503123283386,0.18326324224472046,1290,0.020384907390689478,0.0003,0.14721026,0.388671875
5765,0.2832021599999999,131,1.0,46,268288,-0.04277296520594973,-4.470536372065544,0.2,-0.08861056715250015,0.19906049966812134,1300,0.01882700558344368,0.0003,0.09562954,0.38828125
5809,0.31760088999999997,132,1.02,46,270336,-0.04649675843829755,-4.511933314800262,0.2,-0.08371131867170334,0.2137812376022339,1310,0.018935909334686585,0.0003,0.13583696,0.42333984375
5855,0.29643289999999994,133,1.01,46,272384,-0.04145618653274141,-4.427185092866421,0.2,-0.07918902486562729,0.22641456127166748,1320,0.01823382050206419,0.0003,0.121820435,0.39296875
5901,0.30961471,134,1.0,46,274432,-0.039794890327902975,-4.379046645760536,0.2,-0.05647846311330795,0.21763861179351807,1330,0.01793996484775562,0.0003,0.10826507,0.40087890625
5945,0.28988238,135,1.0,46,276480,-0.03157302598992828,-4.386813692748547,0.2,-0.09868201613426208,0.1974118947982788,1340,0.0198386324045714,0.0003,0.110672235,0.41533203125
5988,0.30360823,136,1.02,46,278528,-0.04795834740070859,-4.33175580650568,0.2,-0.06876534968614578,0.20814508199691772,1350,0.019228426500922068,0.0003,0.10736906,0.421923828125
6033,0.30962637,137,1.0,46,280576,-0.042030477584921754,-4.196922613680362,0.2,-0.09241385012865067,0.22692209482192993,1360,0.018227399088209494,0.0003,0.1294165,0.441748046875
6078,0.33522431,138,1.02,46,282624,-0.037477214774116877,-4.183721876889467,0.2,-0.0887034609913826,0.22341281175613403,1370,0.01859323450771626,0.0003,0.13883746,0.43037109375
6123,0.28852593000000004,139,1.04,46,284672,-0.03597468488733284,-4.136799380928278,0.2,-0.06149172782897949,0.2553950548171997,1380,0.018271291797282173,0.0003,0.1190564,0.38330078125
6167,0.27628337,140,1.01,46,286720,-0.04078926503570983,-4.082889421284198,0.2,-0.07250965386629105,0.21291381120681763,1390,0.01796701101702638,0.0003,0.10224374,0.392236328125
6211,0.32342468999999996,141,1.04,46,288768,-0.037434238406422085,-4.072557488828897,0.2,-0.10158117860555649,0.22606343030929565,1400,0.018648629885865374,0.0003,0.094209015,0.38876953125
6253,0.31871467,142,1.01,46,290816,-0.037899762735469265,-3.9979041069746017,0.2,-0.06654531508684158,0.23927658796310425,1410,0.01827996463107411,0.0003,0.12038483,0.39248046875
6296,0.3149567200000001,143,1.0,46,292864,-0.04036003653309308,-4.039644359052181,0.2,-0.07577220350503922,0.2267264723777771,1420,0.017939173136255704,0.0003,0.13226381,0.424267578125
6340,0.30750531999999997,144,1.02,46,294912,-0.044532976535265334,-4.0597750343382355,0.2,-0.09787432104349136,0.21849000453948975,1430,0.01955923919158522,0.0003,0.12039399,0.415869140625
6382,0.30366028999999994,145,1.04,46,296960,-0.04671380424842937,-3.9980761751532556,0.2,-0.05729304254055023,0.23656821250915527,1440,0.01830157559015788,0.0003,0.12723894,0.405908203125
6426,0.30551489000000004,146,1.04,46,299008,-0.04161371191876242,-3.8838234655559063,0.2,-0.07691570371389389,0.21976101398468018,1450,0.01856432172935456,0.0003,0.122210994,0.412158203125
6468,0.27838496,147,1.04,46,301056,-0.03918663238437148,-3.8410245813429356,0.2,-0.06996259093284607,0.22307991981506348,1460,0.019125694097601807,0.0003,0.12244539,0.397900390625
6512,0.3180777800000001,148,1.03,46,303104,-0.028525420060032048,-3.774306353926659,0.2,-0.03961290046572685,0.24601197242736816,1470,0.018232453768723643,0.0003,0.12486099,0.413671875
6557,0.32953076000000003,149,1.0,46,305152,-0.040252938310732136,-3.6896484538912775,0.2,-0.0427732989192009,0.2543805241584778,1480,0.017691665329039097,0.0003,0.14368626,0.42421875
6599,0.29768767999999995,150,1.01,46,307200,-0.04038343934662407,-3.6649556405842305,0.2,-0.06141512840986252,0.2313433289527893,1490,0.017488916986621916,0.0003,0.120766714,0.397705078125
6642,0.30754988999999994,151,1.0,46,309248,-0.04627883630455472,-3.72480638846755,0.2,-0.0825873464345932,0.23088139295578003,1500,0.018372911761980505,0.0003,0.1098999,0.40283203125
6685,0.30070638,152,1.02,46,311296,-0.033872442891879476,-3.5997727140784264,0.2,-0.0974937304854393,0.22825956344604492,1510,0.017459284103824756,0.0003,0.10268934,0.3904296875
6728,0.31894870999999997,153,1.01,46,313344,-0.034752402953745334,-3.619497498869896,0.2,-0.07958852499723434,0.21215510368347168,1520,0.018531575539964252,0.0003,0.12707958,0.390869140625
6771,0.31265244999999997,154,1.01,46,315392,-0.042771509864542166,-3.557963535934687,0.2,-0.06156003102660179,0.2453937530517578,1530,0.01964688258012757,0.0003,0.14547117,0.410888671875
6813,0.31914169,155,1.0,46,317440,-0.028464265637740026,-3.557135561108589,0.2,-0.06096863001585007,0.24125444889068604,1540,0.017972696566721423,0.0003,0.14708897,0.4130859375
6855,0.31810467,156,1.01,46,319488,-0.029457146173808724,-3.5318858101963997,0.2,-0.053979918360710144,0.2508866786956787,1550,0.018889354076236486,0.0003,0.10701038,0.4025390625
6898,0.34614891999999997,157,1.01,46,321536,-0.0341510077167186,-3.4911702513694762,0.2,-0.0677863284945488,0.22692644596099854,1560,0.019018654961837456,0.0003,0.12622446,0.414990234375
6938,0.33047379000000005,158,1.0,46,323584,-0.03086116913909791,-3.4389571219682695,0.2,-0.05498189851641655,0.23728489875793457,1570,0.017890868615359067,0.0003,0.16106738,0.41376953125
6980,0.30792400999999997,159,1.0,46,325632,-0.03945697945018765,-3.4325776629149916,0.2,-0.05920444428920746,0.2536768913269043,1580,0.01748349289118778,0.0003,0.120317474,0.396435546875
7021,0.32458528000000003,160,1.0,46,327680,-0.02400897800544044,-3.3375130288302897,0.2,-0.051272790879011154,0.221882164478302,1590,0.01795228814589791,0.0003,0.10549541,0.413037109375
7064,0.33528977000000004,161,1.0,46,329728,-0.03793429539509816,-3.3220674321055412,0.2,-0.06824004650115967,0.2530444860458374,1600,0.01800043385592289,0.0003,0.13451137,0.387548828125
7107,0.32651895000000003,162,1.0,46,331776,-0.0339985960337799,-3.2712452858686447,0.2,-0.03699657320976257,0.21526867151260376,1610,0.018702635032241233,0.0003,0.13458864,0.400048828125
7149,0.3579756499999999,163,1.0,46,333824,-0.026970472710672766,-3.246799871325493,0.2,-0.055006518959999084,0.24424874782562256,1620,0.018514343566494063,0.0003,0.11800631,0.40693359375
7194,0.32857738000000003,164,1.0,46,335872,-0.039294512645574285,-3.2261308930814265,0.2,-0.08007794618606567,0.2500309348106384,1630,0.017659338685916737,0.0003,0.114718705,0.40068359375
7240,0.32183994000000005,165,1.01,46,337920,-0.028954746035742572,-3.186369530111551,0.2,-0.032971013337373734,0.22612923383712769,1640,0.017504579472006298,0.0003,0.14733696,0.410546875
7285,0.31812507,166,1.0,46,339968,-0.02209435788099654,-3.1779907517135144,0.2,-0.07116839289665222,0.2682318687438965,1650,0.01821043717500288,0.0003,0.14532699,0.385888671875
7331,0.31547314000000004,167,1.01,46,342016,-0.029715657932683825,-3.093096176534891,0.2,-0.008386828005313873,0.23892074823379517,1660,0.018302254989976063,0.0003,0.12807095,0.38037109375
7377,0.3024987099999999,168,1.0,46,344064,-0.03878755159385037,-3.0890727296471594,0.2,-0.04682517051696777,0.22647309303283691,1670,0.018853136763209478,0.0003,0.11973227,0.396630859375
7424,0.31313111,169,1.01,46,346112,-0.031765029295638667,-2.995181506127119,0.2,-0.04407726228237152,0.22186648845672607,1680,0.01804141507309396,0.0003,0.17643148,0.40654296875
7470,0.3148704299999999,170,1.0,46,348160,-0.028348780612577684,-3.0874754644930364,0.2,-0.046893343329429626,0.28241753578186035,1690,0.017456701881019398,0.0003,0.16757154,0.418701171875
7516,0.29699161999999996,171,1.0,46,350208,-0.03396563993155723,-3.0410446427762508,0.2,-0.07285170257091522,0.27336299419403076,1700,0.017595797742251305,0.0003,0.12894611,0.388916015625
7563,0.32192269,172,1.01,46,352256,-0.03325574092450552,-2.9529676593840124,0.2,-0.011784026399254799,0.23501837253570557,1710,0.017953371119801886,0.0003,0.12138259,0.39951171875
7609,0.32769750000000003,173,1.0,46,354304,-0.02964340333128348,-2.919185534119606,0.2,-0.05657569691538811,0.2365080714225769,1720,0.017998865255503916,0.0003,0.10335014,0.367724609375
7656,0.33667136,174,1.0,46,356352,-0.030027043152949774,-2.8827402889728546,0.2,-0.06123433634638786,0.25489938259124756,1730,0.018149424716830252,0.0003,0.108507164,0.389892578125
7701,0.31244724,175,1.0,46,358400,-0.029097653963253832,-2.8744686767458916,0.2,-0.053556207567453384,0.2690863013267517,1740,0.01741916472383309,0.0003,0.16116242,0.4025390625
7743,0.33129312,176,1.0,46,360448,-0.032757523011241574,-2.8740676239132883,0.2,-0.062280863523483276,0.2465687394142151,1750,0.018079400088754482,0.0003,0.160215,0.431103515625
7789,0.32628176,177,1.0,46,362496,-0.03210189926903695,-2.8133541770279407,0.2,-0.068424753844738,0.2507990002632141,1760,0.01779690864204895,0.0003,0.16869509,0.430078125
